"CustID","Churn (0/1)","RFM-Score","P[B]","RFM Resp Prob"
144,0,9,0.333333333333333,0.244444444444444
146,1,9,0.222222222222222,0.244444444444444
147,0,9,0.333333333333333,0.244444444444444
148,0,9,0.333333333333333,0.244444444444444
149,1,9,0.333333333333333,0.244444444444444
150,0,9,0.333333333333333,0.244444444444444
181,1,9,0.222222222222222,0.244444444444444
182,0,9,0.222222222222222,0.244444444444444
188,0,9,0.333333333333333,0.244444444444444
195,0,9,0.222222222222222,0.244444444444444
207,0,9,0.222222222222222,0.244444444444444
228,0,9,0.111111111111111,0.244444444444444
243,1,9,0.222222222222222,0.244444444444444
259,0,9,0.222222222222222,0.244444444444444
261,0,9,0.222222222222222,0.244444444444444
263,0,9,0.222222222222222,0.244444444444444
266,1,9,0.222222222222222,0.244444444444444
272,0,9,0.111111111111111,0.244444444444444
276,0,9,0.111111111111111,0.244444444444444
278,0,9,0.111111111111111,0.244444444444444
325,0,9,0.222222222222222,0.244444444444444
327,0,9,0.111111111111111,0.244444444444444
330,0,9,0.111111111111111,0.244444444444444
332,0,9,0.111111111111111,0.244444444444444
333,1,9,0.222222222222222,0.244444444444444
340,0,9,0.222222222222222,0.244444444444444
357,0,9,0.222222222222222,0.244444444444444
363,0,9,0.222222222222222,0.244444444444444
370,1,9,0.222222222222222,0.244444444444444
374,0,9,0.222222222222222,0.244444444444444
389,0,9,0.222222222222222,0.244444444444444
402,0,9,0.222222222222222,0.244444444444444
426,0,9,0.222222222222222,0.244444444444444
433,1,9,0.222222222222222,0.244444444444444
436,0,9,0.222222222222222,0.244444444444444
466,0,9,0.222222222222222,0.244444444444444
471,0,9,0.333333333333333,0.244444444444444
476,1,9,0.444444444444444,0.244444444444444
477,0,9,0.333333333333333,0.244444444444444
487,0,9,0.333333333333333,0.244444444444444
511,1,9,0.444444444444444,0.244444444444444
540,1,9,0.444444444444444,0.244444444444444
551,0,9,0.444444444444444,0.244444444444444
556,0,9,0.444444444444444,0.244444444444444
573,1,9,0.444444444444444,0.244444444444444
574,0,9,0.444444444444444,0.244444444444444
575,1,9,0.333333333333333,0.244444444444444
601,0,9,0.333333333333333,0.244444444444444
603,0,9,0.333333333333333,0.244444444444444
623,1,9,0.222222222222222,0.244444444444444
632,0,9,0.222222222222222,0.244444444444444
633,0,9,0.111111111111111,0.244444444444444
648,0,9,0.222222222222222,0.244444444444444
652,0,9,0.222222222222222,0.244444444444444
686,0,9,0.111111111111111,0.244444444444444
688,0,9,0.111111111111111,0.244444444444444
696,1,9,0.111111111111111,0.244444444444444
699,0,9,0.111111111111111,0.244444444444444
710,0,9,0.111111111111111,0.244444444444444
712,0,9,0.111111111111111,0.244444444444444
714,0,9,0.222222222222222,0.244444444444444
716,0,9,0.111111111111111,0.244444444444444
727,0,9,0.111111111111111,0.244444444444444
742,0,9,0.222222222222222,0.244444444444444
177,1,8,0.222222222222222,0.164251207729469
210,0,8,0.222222222222222,0.164251207729469
237,0,8,0.333333333333333,0.164251207729469
254,1,8,0.444444444444444,0.164251207729469
267,0,8,0.555555555555556,0.164251207729469
270,0,8,0.444444444444444,0.164251207729469
282,1,8,0.444444444444444,0.164251207729469
290,1,8,0.444444444444444,0.164251207729469
291,1,8,0.333333333333333,0.164251207729469
293,0,8,0.444444444444444,0.164251207729469
308,0,8,0.444444444444444,0.164251207729469
318,0,8,0.333333333333333,0.164251207729469
323,0,8,0.222222222222222,0.164251207729469
329,1,8,0.111111111111111,0.164251207729469
337,0,8,0.111111111111111,0.164251207729469
341,0,8,0.111111111111111,0.164251207729469
358,0,8,0.222222222222222,0.164251207729469
368,0,8,0.222222222222222,0.164251207729469
372,0,8,0.111111111111111,0.164251207729469
375,0,8,0.111111111111111,0.164251207729469
376,1,8,0.111111111111111,0.164251207729469
391,0,8,0.111111111111111,0.164251207729469
392,0,8,0.111111111111111,0.164251207729469
394,0,8,0.111111111111111,0.164251207729469
406,0,8,0.111111111111111,0.164251207729469
425,0,8,0,0.164251207729469
434,0,8,0,0.164251207729469
438,0,8,0.111111111111111,0.164251207729469
442,0,8,0.111111111111111,0.164251207729469
444,0,8,0.111111111111111,0.164251207729469
474,0,8,0.111111111111111,0.164251207729469
625,1,8,0.111111111111111,0.164251207729469
635,0,8,0.111111111111111,0.164251207729469
639,0,8,0.111111111111111,0.164251207729469
649,0,8,0.111111111111111,0.164251207729469
653,0,8,0.111111111111111,0.164251207729469
655,0,8,0,0.164251207729469
659,0,8,0,0.164251207729469
677,0,8,0,0.164251207729469
680,0,8,0,0.164251207729469
684,0,8,0,0.164251207729469
689,0,8,0,0.164251207729469
697,0,8,0,0.164251207729469
698,0,8,0,0.164251207729469
708,0,8,0,0.164251207729469
732,0,8,0.111111111111111,0.164251207729469
87,0,7,0.111111111111111,0.141798941798942
88,0,7,0.111111111111111,0.141798941798942
89,0,7,0.111111111111111,0.141798941798942
91,1,7,0.222222222222222,0.141798941798942
92,0,7,0.333333333333333,0.141798941798942
93,0,7,0.333333333333333,0.141798941798942
94,0,7,0.333333333333333,0.141798941798942
145,1,7,0.333333333333333,0.141798941798942
154,1,7,0.222222222222222,0.141798941798942
155,0,7,0.222222222222222,0.141798941798942
156,0,7,0.222222222222222,0.141798941798942
157,0,7,0.222222222222222,0.141798941798942
158,0,7,0.111111111111111,0.141798941798942
159,0,7,0,0.141798941798942
160,0,7,0.111111111111111,0.141798941798942
161,0,7,0.222222222222222,0.141798941798942
162,0,7,0.333333333333333,0.141798941798942
163,0,7,0.333333333333333,0.141798941798942
164,1,7,0.333333333333333,0.141798941798942
165,1,7,0.333333333333333,0.141798941798942
166,1,7,0.333333333333333,0.141798941798942
167,0,7,0.333333333333333,0.141798941798942
168,0,7,0.333333333333333,0.141798941798942
169,0,7,0.222222222222222,0.141798941798942
170,0,7,0.111111111111111,0.141798941798942
171,0,7,0,0.141798941798942
172,0,7,0.111111111111111,0.141798941798942
173,0,7,0.111111111111111,0.141798941798942
174,0,7,0.111111111111111,0.141798941798942
175,0,7,0.111111111111111,0.141798941798942
203,1,7,0.111111111111111,0.141798941798942
238,0,7,0.111111111111111,0.141798941798942
245,0,7,0.222222222222222,0.141798941798942
273,0,7,0.222222222222222,0.141798941798942
284,0,7,0.222222222222222,0.141798941798942
287,0,7,0.111111111111111,0.141798941798942
288,1,7,0.222222222222222,0.141798941798942
309,0,7,0.222222222222222,0.141798941798942
310,0,7,0.222222222222222,0.141798941798942
316,0,7,0.222222222222222,0.141798941798942
336,1,7,0.333333333333333,0.141798941798942
355,0,7,0.222222222222222,0.141798941798942
356,0,7,0.222222222222222,0.141798941798942
359,0,7,0.222222222222222,0.141798941798942
371,1,7,0.222222222222222,0.141798941798942
373,0,7,0.222222222222222,0.141798941798942
393,0,7,0.222222222222222,0.141798941798942
395,0,7,0.222222222222222,0.141798941798942
398,0,7,0.222222222222222,0.141798941798942
400,1,7,0.111111111111111,0.141798941798942
404,0,7,0.111111111111111,0.141798941798942
414,0,7,0.111111111111111,0.141798941798942
429,0,7,0.111111111111111,0.141798941798942
430,0,7,0.111111111111111,0.141798941798942
431,0,7,0,0.141798941798942
432,0,7,0,0.141798941798942
441,0,7,0,0.141798941798942
446,0,7,0,0.141798941798942
450,0,7,0,0.141798941798942
451,0,7,0,0.141798941798942
452,0,7,0,0.141798941798942
467,0,7,0,0.141798941798942
468,0,7,0,0.141798941798942
472,0,7,0,0.141798941798942
473,0,7,0,0.141798941798942
486,0,7,0,0.141798941798942
488,0,7,0,0.141798941798942
490,0,7,0,0.141798941798942
492,0,7,0.111111111111111,0.141798941798942
493,0,7,0.222222222222222,0.141798941798942
494,0,7,0.222222222222222,0.141798941798942
496,0,7,0.222222222222222,0.141798941798942
544,1,7,0.333333333333333,0.141798941798942
546,1,7,0.333333333333333,0.141798941798942
572,0,7,0.333333333333333,0.141798941798942
581,0,7,0.333333333333333,0.141798941798942
582,1,7,0.333333333333333,0.141798941798942
583,0,7,0.333333333333333,0.141798941798942
584,0,7,0.222222222222222,0.141798941798942
585,0,7,0.222222222222222,0.141798941798942
586,0,7,0.222222222222222,0.141798941798942
587,1,7,0.111111111111111,0.141798941798942
588,0,7,0.111111111111111,0.141798941798942
589,0,7,0.111111111111111,0.141798941798942
590,0,7,0.111111111111111,0.141798941798942
591,0,7,0.111111111111111,0.141798941798942
605,0,7,0,0.141798941798942
654,0,7,0,0.141798941798942
657,0,7,0,0.141798941798942
663,0,7,0,0.141798941798942
672,0,7,0,0.141798941798942
676,0,7,0,0.141798941798942
682,0,7,0,0.141798941798942
685,0,7,0,0.141798941798942
701,0,7,0,0.141798941798942
715,0,7,0,0.141798941798942
718,0,7,0,0.141798941798942
719,0,7,0,0.141798941798942
721,0,7,0,0.141798941798942
722,0,7,0,0.141798941798942
723,0,7,0,0.141798941798942
730,0,7,0,0.141798941798942
740,0,7,0,0.141798941798942
743,0,7,0,0.141798941798942
746,0,7,0,0.141798941798942
249,0,6,0,0.140740740740741
250,0,6,0,0.140740740740741
251,0,6,0,0.140740740740741
286,0,6,0,0.140740740740741
298,0,6,0,0.140740740740741
299,0,6,0,0.140740740740741
300,0,6,0,0.140740740740741
301,0,6,0,0.140740740740741
302,0,6,0,0.140740740740741
303,0,6,0,0.140740740740741
312,0,6,0,0.140740740740741
317,0,6,0,0.140740740740741
326,0,6,0.111111111111111,0.140740740740741
352,0,6,0.111111111111111,0.140740740740741
354,0,6,0.111111111111111,0.140740740740741
362,0,6,0.111111111111111,0.140740740740741
366,1,6,0.111111111111111,0.140740740740741
369,0,6,0.222222222222222,0.140740740740741
435,0,6,0.222222222222222,0.140740740740741
443,0,6,0.333333333333333,0.140740740740741
470,0,6,0.333333333333333,0.140740740740741
597,1,6,0.222222222222222,0.140740740740741
628,0,6,0.222222222222222,0.140740740740741
645,1,6,0.222222222222222,0.140740740740741
646,0,6,0.333333333333333,0.140740740740741
647,0,6,0.444444444444444,0.140740740740741
683,0,6,0.333333333333333,0.140740740740741
707,0,6,0.333333333333333,0.140740740740741
709,1,6,0.222222222222222,0.140740740740741
713,1,6,0.222222222222222,0.140740740740741
211,0,5,0.222222222222222,0.162257495590829
212,0,5,0.333333333333333,0.162257495590829
213,0,5,0.333333333333333,0.162257495590829
214,0,5,0.222222222222222,0.162257495590829
215,0,5,0.111111111111111,0.162257495590829
216,1,5,0.111111111111111,0.162257495590829
217,0,5,0.111111111111111,0.162257495590829
218,0,5,0.222222222222222,0.162257495590829
219,0,5,0.333333333333333,0.162257495590829
220,0,5,0.333333333333333,0.162257495590829
221,0,5,0.333333333333333,0.162257495590829
222,1,5,0.444444444444444,0.162257495590829
223,1,5,0.444444444444444,0.162257495590829
224,0,5,0.444444444444444,0.162257495590829
225,1,5,0.444444444444444,0.162257495590829
226,1,5,0.444444444444444,0.162257495590829
227,0,5,0.444444444444444,0.162257495590829
229,0,5,0.333333333333333,0.162257495590829
230,0,5,0.333333333333333,0.162257495590829
231,0,5,0.222222222222222,0.162257495590829
232,1,5,0.111111111111111,0.162257495590829
233,0,5,0.222222222222222,0.162257495590829
314,0,5,0.222222222222222,0.162257495590829
315,0,5,0.222222222222222,0.162257495590829
335,0,5,0.222222222222222,0.162257495590829
397,1,5,0.111111111111111,0.162257495590829
401,0,5,0.111111111111111,0.162257495590829
420,0,5,0.111111111111111,0.162257495590829
421,0,5,0.111111111111111,0.162257495590829
422,0,5,0.111111111111111,0.162257495590829
423,0,5,0,0.162257495590829
424,0,5,0,0.162257495590829
427,0,5,0,0.162257495590829
437,0,5,0,0.162257495590829
447,0,5,0,0.162257495590829
448,0,5,0,0.162257495590829
453,0,5,0,0.162257495590829
475,0,5,0,0.162257495590829
489,0,5,0,0.162257495590829
491,0,5,0,0.162257495590829
495,0,5,0,0.162257495590829
609,0,5,0.111111111111111,0.162257495590829
610,0,5,0.111111111111111,0.162257495590829
611,0,5,0.111111111111111,0.162257495590829
612,0,5,0.111111111111111,0.162257495590829
613,1,5,0.111111111111111,0.162257495590829
614,0,5,0.111111111111111,0.162257495590829
615,0,5,0.222222222222222,0.162257495590829
616,0,5,0.222222222222222,0.162257495590829
617,0,5,0.222222222222222,0.162257495590829
618,0,5,0.111111111111111,0.162257495590829
619,1,5,0.111111111111111,0.162257495590829
620,0,5,0.111111111111111,0.162257495590829
622,0,5,0.111111111111111,0.162257495590829
651,0,5,0.111111111111111,0.162257495590829
662,0,5,0.111111111111111,0.162257495590829
700,0,5,0,0.162257495590829
711,0,5,0,0.162257495590829
717,0,5,0,0.162257495590829
724,0,5,0.111111111111111,0.162257495590829
731,0,5,0.111111111111111,0.162257495590829
744,0,5,0.111111111111111,0.162257495590829
745,0,5,0.111111111111111,0.162257495590829
339,1,4,0.111111111111111,0.0518518518518519
344,0,4,0.111111111111111,0.0518518518518519
345,0,4,0.111111111111111,0.0518518518518519
346,0,4,0.111111111111111,0.0518518518518519
347,0,4,0.111111111111111,0.0518518518518519
348,0,4,0,0.0518518518518519
349,0,4,0,0.0518518518518519
350,0,4,0,0.0518518518518519
351,0,4,0,0.0518518518518519
378,0,4,0,0.0518518518518519
379,0,4,0,0.0518518518518519
380,0,4,0,0.0518518518518519
381,0,4,0,0.0518518518518519
382,0,4,0,0.0518518518518519
383,0,4,0,0.0518518518518519
384,0,4,0,0.0518518518518519
385,0,4,0,0.0518518518518519
387,0,4,0,0.0518518518518519
388,0,4,0.111111111111111,0.0518518518518519
665,0,4,0.111111111111111,0.0518518518518519
666,0,4,0.111111111111111,0.0518518518518519
667,0,4,0.111111111111111,0.0518518518518519
668,1,4,0.111111111111111,0.0518518518518519
669,0,4,0.111111111111111,0.0518518518518519
690,0,4,0.111111111111111,0.0518518518518519
691,0,4,0.111111111111111,0.0518518518518519
692,0,4,0.111111111111111,0.0518518518518519
693,0,4,0,0.0518518518518519
694,0,4,0,0.0518518518518519
695,0,4,0,0.0518518518518519
407,0,3,0,0.0535714285714286
408,0,3,0,0.0535714285714286
409,0,3,0,0.0535714285714286
410,0,3,0,0.0535714285714286
411,0,3,0,0.0535714285714286
412,0,3,0,0.0535714285714286
413,0,3,0,0.0535714285714286
415,0,3,0,0.0535714285714286
416,0,3,0,0.0535714285714286
417,0,3,0,0.0535714285714286
418,0,3,0,0.0535714285714286
419,0,3,0,0.0535714285714286
454,0,3,0,0.0535714285714286
455,0,3,0,0.0535714285714286
456,0,3,0,0.0535714285714286
457,0,3,0,0.0535714285714286
458,0,3,0,0.0535714285714286
459,0,3,0.111111111111111,0.0535714285714286
460,0,3,0.111111111111111,0.0535714285714286
461,0,3,0.111111111111111,0.0535714285714286
462,0,3,0.222222222222222,0.0535714285714286
463,1,3,0.222222222222222,0.0535714285714286
464,0,3,0.222222222222222,0.0535714285714286
465,0,3,0.222222222222222,0.0535714285714286
469,1,3,0.222222222222222,0.0535714285714286
478,0,3,0.222222222222222,0.0535714285714286
479,0,3,0.111111111111111,0.0535714285714286
480,0,3,0.111111111111111,0.0535714285714286
481,0,3,0.111111111111111,0.0535714285714286
482,0,3,0,0.0535714285714286
483,0,3,0,0.0535714285714286
484,0,3,0,0.0535714285714286
485,0,3,0,0.0535714285714286
497,0,3,0,0.0535714285714286
498,0,3,0,0.0535714285714286
499,0,3,0,0.0535714285714286
500,0,3,0,0.0535714285714286
702,0,3,0,0.0535714285714286
703,0,3,0,0.0535714285714286
704,0,3,0,0.0535714285714286
705,0,3,0,0.0535714285714286
706,0,3,0,0.0535714285714286
725,0,3,0.111111111111111,0.0535714285714286
726,0,3,0.111111111111111,0.0535714285714286
728,0,3,0.111111111111111,0.0535714285714286
729,0,3,0.111111111111111,0.0535714285714286
733,1,3,0.111111111111111,0.0535714285714286
734,0,3,0.111111111111111,0.0535714285714286
735,0,3,0.111111111111111,0.0535714285714286
736,0,3,0.111111111111111,0.0535714285714286
737,0,3,0.111111111111111,0.0535714285714286
738,0,3,0,0.0535714285714286
739,0,3,0,0.0535714285714286
741,0,3,0,0.0535714285714286
747,0,3,0,0.0535714285714286
748,0,3,0,0.0535714285714286
